reviewId,userName,content,score
gp:AOqpTOHXDaRyDSsl2qbT_5etHYw0aN3jc4U5Fft3ZONPMKbUCaZG5kshzzYa0EGtz-BVMEdOnvVvUcxSZVxsSwM,mary rowland,Supposed to be able to get Allegheny County alerts. Not,1
gp:AOqpTOEuI_u67a4ZsHh_RUye4oZ2Ae1-0O1VkOARGwlwDXICZDWvdUUR2sVQdNucFEegreAa8eCJNIVmY05V-Rs,Lynne Nese,7 days trying to get an appointment 😩,1
gp:AOqpTOEZWgametuRedCtYGRLsL0lqtHV3KOVYyGH6wHhXY-DR3nRIyixLX0Pc1idKn7QFKDO7O0qK_uoBzBgioM,Pamela Seitz,Not good,1
gp:AOqpTOHkaeFosq41u863nety0U12pMvMC0KmRsBJJ-mJqDvE47ZprioGLSELYZ3rwOSIu41RlZVloUtUn3r9YXw,lisa jenkins,Has not updated since sept 2020,1
gp:AOqpTOEltPmhIp1XoH7LiCjUl70_Kt7JDgoOrXcnoNPP22lD3MiR4Z8ydFxc42wZ-4c0dk7hy2ZvsdUhf0MCz9w,Marcia Durland,Confusing,3
gp:AOqpTOEoxeKBzqQOawOT6C4b3o6KwzXloy-cCpqq-6nhvrb_eiM22g0USau8L9ivFx9FCVF46aP-4d1TVntqvo4,Dr. Bob Thomas PhD DD,"Installed correctly and subscribed as well. However; when opened, it does nothing!",1
gp:AOqpTOFkFHHKZPV_DbAaMuU5pp6aSyV6Emi7BR7pLGHumseS8p5jpiaZcIa75SGeUk86EPtqIaMncj6TXeqkjDs,Colleen,"Led to believe Everbridge was to notify me on The Allegheny County Health Dept.distributing of Covid 19 shots. What a hoax!! Nothing like adding more stress, providing false hope to us in 1A class. Waste of time is all this app does ! VERY Disappointed ☹️",1
gp:AOqpTOH725F-LSoSrfnq8GBU6YsI1IxfexBmmzcqQOZ4XjIigFZ5ZeUpm8K8bL1UGiPVcxDUDUPjG8_SiCH8nW0,David Moore,"Registration mobile number is impossible because text is sent to mobile used to register, cannot be read without leaving ever bridge app, which loses the enter number screen",1
gp:AOqpTOG8M4VNOg6jEMb26xgcSfv3BBdTNeEUOy7hTeH4PY0f6oh2je_vlbf0V4JcJgCwUlpkr9ywAd2ZkmpnS8M,Steve Grantham,Terrible,1
gp:AOqpTOFHJL5qHm0fxnJ4Nl8nPyYEKxxnUiGho5E5pJQ-024exG5VrnHcWt6Jb60XCiY4Dzxm_odlRN11-Vv1Xzc,al williamson,THE most frustrating....signing up for something as important as a vaccine shot shouldn't be as infuriating KISS,2
gp:AOqpTOEHCpW7E1sdHTmNpf9_gFUCRErH2QPV3BdhlWMPENBdHHLXZ5sejMV9Mhku5CGNUSvq2g1NaaaScMypqhU,Karen Klein,"No additional prompts available. This is a major flaw since Was the app that Sarasota County Florida has used to register for our Covid vaccines. No"" No ""ADDITIONAL INFORMATION "" prompt on my app. This contains all my pertinent information to my account and yet I can't find it. I have local, feed and events. Not user friendly at all.",1
gp:AOqpTOH5xaEXaJtI-7zHXQrjoXU8owmMui8K_8gwRftOkZQpSmXnjeKyVE9S1kgspFY_CD8IXk55tzcByEtUdJY,Louise Bill,"It shows that I have installed ever ridge correctly but I never receive any text messages from my 34292 Venice and/or Sarasota subscriptions. Also, there is no login or anything else. Please help.",1
gp:AOqpTOH-CgKmi1s-kHk8iN4KEjR4NOTn5LSp48RExmWdjviAkOk_5NnfoBiO7QsR_NTkH1vv7cJhnd0yzZ1li2A,Anne Armstrong,Local tv news recommended this. Cannot find either address or zip code to subscribe to What am I supposed to do with this thing?,1
gp:AOqpTOFxxwyTKeQypSICzgaDBg-o0NtT_l1veznbJgSB-w_GwCacS-BuD2oQaL9Fa0U4XoVYoce954XJfepBmXc,David Miskiewicz,"App used to work, now just freezes my phone. I use citizen now",2
gp:AOqpTOEp1B9tPN7GoFuH2gH-y_tb_hQQcm92d-DQsMOE0tKyklAyVqZt-oS0BtxGiVC8cZvhLNdE9VTE5CiEUmI,Dale Hutchinson,Difficult for me. Can't get back in to fix probl,1
gp:AOqpTOH24zlxCvF07DZy_Cp_XqL60HoIzdkF45ePt-9CFHqHiThzo6l-qlJ1X1KbhYG69WoHNrhbyWECumFUP5A,Deanna Sliger,Horrible!,1
gp:AOqpTOHjbqBM68vzic0CAaU4rdQzRdJPB4GPHeC9vPGIMi-elGocZnL7UjPGIUJelxNWuH7IIRmpt1RqXDTuFqs,Judy rutkosky,Difficult,1
gp:AOqpTOHevXMmB_F8OWnar5bl9DKtodNsXBWHLp9y2oJyHoS8CRfqQaTaoy4xg6mmhntoc2uQ7_R5HRPLL4dqNYo,Christopher Kent,"Doesn't work, the app always says my login credentials are not recognised.",1
gp:AOqpTOGbeuRZh-O1pdvmAmzRGqBFFUjLCDj1PmUy8UwmOYEH2n53CkqZLg1QvER-cYLSQkiAmCvVeM9N_FjIKNg,Shannon Brice,"Use this for work, 1 successful notification to not attempt to get to the site. Since then I try to open the app to check for alerts that I know have been issued and once I'm past the logo screen it's just black. I've resarted my phone, cleared cache data, waited and waited some more. This app is broken, my work place is in a floodplain and this time of year I need to know if I can get to work or not.",2
gp:AOqpTOHEdRK89UTmxMlJbGs6CY1DB6Ew6_6msdaZWZGXvlKHEaY3BfbdgZiv14Ub4apFtIOZWeXlw7DaCdSc1Ok,Michael Ramos,App crashes. Uninstall.,1
gp:AOqpTOGcQhTES3OMG6RtYxpovCdUB_5_6kLZh6hvdyvrPotSbQkIDND-F7rtRfesaJLrIoAXp-Lq17pTyYKN9tw,Richard Loxton,Does the job but when I click on location settings it causes the app to freeze then crash.,3
gp:AOqpTOEsKPIxSdfwYMi17ymajB0O5QgISwOY6rjcX7pxYtwndCDwR6iPsdu-ZKBqSlfWnw6QzT_aGsr3GOXbD2I,Nilam Patel,"App has never worked after download. Supposed to be getting alerts for work company over the app, but no notifications and just black screen when try to get onto the app.",1
gp:AOqpTOE_1ERnndQPGp2alELXwFd2ktQTusx5NXL5kf1fONxghYWaFwgm1eLBNKlCA1ZspxUJGa0MKL0JdTZ16nQ,Kendra P.,App keeps crashing. No data on my feeds despite being subscribed to several.,1
gp:AOqpTOG5wMCnm0ZQ9lBtBx7Vx2Rdb0Ry1oWpkXiHJJ15849r_cGJpGiTfILR3pIwQAx9SiQBDtnDgv1ApnLc2Is,Steven Holtz,No updates! Vaccine information one time. Got the message 3 hours after the vaccine was available. No appointments left after 2 hours. Your app is the one that St. Lucie County residents are guided to for signing up for appointments! Worthless!,1
gp:AOqpTOFgIrAdNFpgUWWfxv8kYs0nRNm1Yqf8bjZiw9oWHVRmpu-usBVyUHOWDQKr2s45f6ZvDefNLM9oMsJIIGY,Holly SnoopDogg FuzzyCatt,Don't recall installing it nor why. I am unsure what it does but my Tablet (like Amazon) won't let me bypass Reviewing it.,3
gp:AOqpTOG7gzhvOduXPY9CTEebW286QJ9L5X88peI_pQMKUzAZnHW9D_TvecbJcrYHAcRD0GjATPGHUQU98DYbclg,Alan Friberg,"Got an alert, made me update app, now it shows nothing, yes,I rebooted my phone (android)",1
gp:AOqpTOFq7AKeicfGPIsYY0vUAa5etQvr-y8SMZBRLUYZngvnkAf6PxYOBVo6Nxx708eS--FUKN_WqEmRGXICplE,Harold Hannickel,Couldn't find my zipcode!!!,1
gp:AOqpTOEZUPjBC8y_4bzpzzWcoy50pkN7PhJCli07rBE3fXTOe9CUxpTpGufI9PyNpZlM_0idyJEuIM7pYsQl31s,Elgin Etchison,Where are Frederick and Montgomery counties in Maryland?,1
gp:AOqpTOE_18OIdxqFxzYEhCbjoeSPsXQq5dZDp7Con0qMjfIz26PkoKOjtgnFCDoJfzEBOZmPC6ejW7uHE5xZx9M,Dee Zak,"Not easy to set up, always nothing found in your area. Tried PD, hospitals, clinics, nothing was there. Done!",1
gp:AOqpTOHrLvH8ra0q7Mzt-draGsOrBiJWxsObD_zfvtLMv3lVsVrqjqEzBufWuKCoEMoTiarZryq832YwF5yNm6A,Lance Charter,Just updated app..crashes everytime it is open before it gets off logo screen.,1
gp:AOqpTOHJB7qgYb1RVGe1Uz4J_ucPOSnZu8PMEtVNlBYQdI9YEFTY3JnWojpZ5r1jtuWnESkAn3rK6GwyacU7nhs,Brian Gerend,"""You have no feeds."" Displays no incident data despite being subscribed to several feeds. I can't believe my local government is wasting money on this garbage system.",1
gp:AOqpTOH3hGfMpJYNrCY0DasN1uLv7h3Zp00f8d0p048EVsrWPeN2W4EXJbbfDcmlTR5d7lw_11ny4nVh7csBipw,Charles Woodard,Works well.,4
gp:AOqpTOHk0VKWzGBwnwte50tAzg5k_24IZwR3TVKwKXB1_su2Z6Nnsv1eXUrMEXMWN4atJfgI7wwLMnzFHtPuQyw,CHARLIE LUSTER,Pure garbage!!!,1
gp:AOqpTOHim0qiy88BYhgAWrVOuxdEwrTs6wp6yQERpJilOkhWD4gFLNimmR-g5_j3gI5OgEhFilX8mIsevjCVEMk,Jim Mangi,"On a new Google Pixel 5 phone the app crashes when I attempt to go to Settings/Location Settings. There is no option to open PDFs in Adobe Reader (other PDF files on the device open in Adobe Reader as expected). Since PDFs only open in the embedded viewer, and the app seems to only support portrait mode, turning the device sideways does not rotate the screen, making it difficult to view. There is no option to download the attached PDF files. Not usable as is.",2
gp:AOqpTOHcWpQcuYjRAysgu4WWeeqgrMEfyHXiyp3RwgpKYk6bECyCjNsMbhps-tClgiVqIMgsaY0iLp7qsLHoQ50,Jeff Larkin,"My county uses this service, but the app's sign up process doesn't find it, so I can't sign up or login. There's no option to login using my existing account, so I can't even use the app.",1
gp:AOqpTOEKg4hx9-vkedPZMzNui1WNXyf7_gyaNgkm_K-JOt8tyxSWd7oA_SSR1-Ps3Bynlx5AYSmM7f1xRtaGjqY,Robert Blank,Keeps stopping,2
gp:AOqpTOFoTyi5S0WfUv88t3iRN7Il8BJ24ktU1_X8W1ZqzBf3aY3LVvcNGf_BQmezEheAmhwEu6-ZmZsZKdufHl0,Jay Bingham,"I haven't used this app since I installed it. Now it does not run at all, every time I start it the App has stopped working box appears. I am uninstalling it.",1
gp:AOqpTOEIVqy55Cdy6v5eEy0mJ0p5WKfRnMpKSxVfDPWoh9er2OfoTlYvvDhSZrheRzTD7FX-KC4-rFYipiHF-wQ,Derek Kennedy,Doesn't work,1
gp:AOqpTOEwvl7P8Sley6tUxFj4axxaMVMPkRu12PsmUYWcy2RHkZewBZkYcNZHGttg9PK97BkKnw0UwZpsTPqWNR8,Karen L,"When I open the app, the screen goes black. Checked updates and app up-to-date. Might therefore uninstall as not working",1
gp:AOqpTOHLdC6yPtw6bOeAAxIEVLmk9vBc607bVvHq_XpsqiZlbcMV3y4NVz1qHSQ09Kn2SZQprOHX15Huk4thzJM,Joseph Shigley,I was born on a dark and stormy night. My youth was spent between orphanages and workhouses. Do you want to hear more of my experiences? They are quite interesting!,5
gp:AOqpTOFtMFYNGIKhmfxkrjSgGoNsGpvHH5FHv2hYmH6nXjRLw_Zb9XpYcBhXZ0h8mwGc2pStR-CxYRzYcCQvtss,Terry Pace,Did not work,1
gp:AOqpTOEPAFxRBb60CNFcVkQl7nnyQaNK-kv8_13O3vCkCWEyw0DdcYbtZGSoNzhHRoui__5M7JoWI0Vef3sb5dQ,Heather Payne,Keeps running and crashing,1
gp:AOqpTOFcxQtbbTWOHJPHARtMP6yPCbvlayglPJku3YIw8wLMnVIVzkoNt9AxGMYIK9MEX_q1GR7agdeY5_BL8yc,A Google user,"For the past couple days, my Norton's is showing that there are intrusive ads. I have tried to uninstall and reinstall and it continues to show these ads. How can this be corrected? I called last night and spoke with a technical rep and it is still not fixed. It's not working!!!!",2
gp:AOqpTOE4Z_5B4tlkM4l-5c2qIF4NfZ9EY2quhvjRr6nM_sW-h9URtpxEi6ueh8_pv4jB05TmU5cNWCk_DjxEk3k,Ron Taylor,Tried to sign in says password and username not verified. Had since 2019 so no idea what is wrong. Even tried to redownload but wont send verification # . Once again a government app. doesn't work.. Go figure.,1
gp:AOqpTOHfyBufQ54P90ZkJlgcaVgxL-YSdXF7EJdQHUWqhrfVJxoL5l-fRC3IP6RIiNzwpgzbVpIB90J0yK_zAjo,Brooke McAllister,This app is not working,1
gp:AOqpTOGlJRYFSEG7hzoQ9NAy8hZa1C7JfYTlyRzbLXlsIp9Oj51K7oC8IMEHbVZL7r0mJc3yLChlHPWoQkq9XXs,Dennis Laplant,WARNING: Norton 360 Security has detected that Everbridge is a HIGH RISK app with Unusual Behaviors & Intrusive Ads.,1
gp:AOqpTOEqhUgop6X2ZFZ7mDS0jLnjFzBYG2V5f8W_t4kfjGrJ2ZC2vVoo_0m2r5haG8kpu6JGkQGpfLSEs3iDLqI,Ileana Laplant,Norton Security red flags this app as High Risk! It says this app may try to install another potentially dangerous app. It also says it displays intrusive ads in the Notification Bar.,1
gp:AOqpTOEmQgQ251b85N0WTOGCcR393ISHlhBuYkDjstIjCA7lKV_4i6Z_ixtE5XYusLaGPs5ZzoRx34VmU6Wo0SI,Cari Worden,Don't use anymore,3
gp:AOqpTOET6Kx2rfsHt_T_PcaGCARChimWPh2d481xmvxxw8xLPlHOsM4CQgNqCVghOt6jsLa0mt0pOs__GK4I5UQ,Oliver Dalton,"Unsure if this is an Everbridge or OS problem. Since installing on my pixel 5, the Everbridge notification sounds do not work - I just get phone set notifications. I can change this to a different notification, but I cannot differentiate between routine and priority alerts (as the Everbridge notification settings are apparently ignored by the phone). This is a problem as my organisation uses the priority alerts to notify staff of incidents requiring urgent attention. Grateful of any help.",3
gp:AOqpTOFEsjetbp6Za1TY6WJ1QdSoV_8iTHUgA3vKgnCB5nxaqlf1lSkGVPvgzwui88oFa5ga-44r-lxaHxAtAFU,Terri Moore,Doesn't work. Tried several times to subscribe..put in info. Said i was subscribed then put in phone # and got verification code and it comes up not subscribed!!,1
gp:AOqpTOEcj-ldvwbfLB13ujhOQ8PIT82rnzB4H7W1it8O_FyZGh1GPIE3-xe1GXWyNWMtk6GY5LOAfXzlvUdi8Ic,JJ Nobrega,Good,5
gp:AOqpTOEmIQoUp6BnHPCFT8wmn8rz01UJalrQSxr7ISKPVgqOfZcIas8h6sPHlmdUneTS5I5q8rD-QlLvLPXSOKQ,Frank Klier,Easy to install but didn't seem to do anything. Easier to uninstall.,2
gp:AOqpTOE_nJMfGUhE2GfE0mU6PHhDbHYy7kPcG_bADliM9sEKWt0eelQDkG3q1PluwCMZbOACPdEj7ZhYwEZleRU,Eddie Logan,*Update* after getting help from Everbridge support the app is functioning as intended. Excellent support they have on staff there...Clicking on a notification opens a completely unrelated article. I could click on a news alert about covid then get article about a recent murder. Uninstalling if this is not fixed in the next update. Right now it is useless.,5
gp:AOqpTOECzI3iB5Am__fXC2hOo8WJKCHENClSOUGG4fPgl7tVbM0fguPsWqdrhYxPRrIUSIK0njVe4r4kvuxfEfY,Deedee Bloomer,Poor. Issues setting up on new phone!,1
gp:AOqpTOH6jfoZo3HF43qMhxEypjfDXn0MPEPUm91TLlr8Ousq3Yfcuzq-C1qRicm_n0kn7qSzkxEreyvYBI7OEtk,Deborah Solomon,Did not recognize zip or city. Would not work,1
gp:AOqpTOGKqrn62iecz0LCyPJDdiK7K4Zg15by45P-IlyAAX-__2J_1sdoS09dlvohAZFQBjBExyTSnKQQw-M3Jew,Kate A,"I don't know how you're supposed to get this app working. I just downloaded it and subscribed to two local law enforcement agencies. When it asked me to put in the verification code sent to me for text alerts to my phone, the pop-up just says I'm not subscribed! I've tried this three times. Now it's telling me to check my profile. There is no profile. I cannot open it. A waste of time.",1
gp:AOqpTOHRvB-UNJlSIFAEOmxn5hLd_WUphQqE-8Acpuis83lLqIjs5c7323JWELDA4yKdoGOWrYq3IMvJ-1Fl2Uc,Karen Cardwell,"For use as a notification tool, works well.",4
gp:AOqpTOHttrT3qjyUFYuYzTxIsAJFlDsYPeEfvkRvvrkAsx3wTDoTe6IzP0_T4oYCIGtRiAz0AX8TslMPMjUDmMg,Lovely Joyce Reynares,Ok,5
gp:AOqpTOHNatB2D-aOdcJrp_sLTY7nTPyf-i0wwMaIc6Mq6JKtlWSCnINJhw7TyxF2nT5OByBPRAb8brI8Lh3rnoM,Anne Hopkins,"Would be great to add support for landscape mode. On android 11 (Pixel 3 phone, Samsung Galaxy tablet), the Everbridge UI switches to portrait mode, even as my devices remain in landscape. This is an inconvenience for entering data via my bluetooth keyboard with devices in landscape mode. Thanks otherwise for the great app and service!",4
gp:AOqpTOHs4PL11PwcuNFT7Jzy-TJj-0WR2sO0c5o1pUySTNEcCHWqc0ZXq1MYe55dMRBZprdbFdBv4747Gz0FtHc,Cesar Uy,No updates,1
gp:AOqpTOHaAs015T81S9dCxkUwmyd4lnc87Xs-LDdB6mWjy8qHpotCfHuneuZo85o40Xz5ZiMfCuVndwHpMY-WBKg,Christopher Slager,"I downloaded this app to keep up to date on my workplace and whether or not Tropical Storm Eta is going to force the coast guard to shut down the port,which is my place of employment... Either I did something wrong or this app flat out sucks! I saw no notifications whatsoever in my area... And we've been under a tropical storm warning for over 24 hours! I deleted my profile and uninstalled the app! No thanks!",1
gp:AOqpTOEvI1VNo44L5Ae1onnV9Hd-eyCdtz866ugcOaXqkfdrpcsbacSakvWEKtf_NdFMWXgHsZ51-eu5YyScRHI,Roxanne,this app sucks. im forced to use it for my university but it constantly makes my bluetooth disconnect. like.... every 5-8 minutes it will disconnect the bluetootb connection. please fix it,1
gp:AOqpTOHZAdeGkzLyLpGQFdfOpwevq3bFJ_s2grM-SwTNoH03oNu2nXfitq2zE6PYbv2NRlKren-fdex5cjOZQF0,Reid Iford,Important tool for staying informed during recent forest fires near our home!,5
gp:AOqpTOEw3mWUP0v5OoG09a33dTVHK8ArTQx4RWRZw-N47JQidNGfr48cBnM7UTMaEvlTU8lac-9xhQ8KlAzyWoY,Pamela Newenham,Good,5
gp:AOqpTOH8xejkR9be8__lfai6qv4s2nmgUN6MDcTaom7t40slFkUpeVHbpumGm4OWoLqV8nsLu3kYSvowPubnXKc,John Graupman,Keeps disabling Bluetooth and re enabling. Annoying because I have a watch and I get notifications when it's disconnected,1
gp:AOqpTOHEs-1cHaWt5Fx6ZnehvM0m1zV0oKRVjoO3SnNbCJPG7Lx9IcYpuUpy1E0lSFtdcy-2JF4PiAY4i7X7QII,Laura Rose Miller,It continues to shut off my Bluetooth.,2
gp:AOqpTOGGGEw9DMRBbTs6801depQrWiIUyXRmuB4bNzcNcdIRs-lKj-B37prT-ctdWo2JjJiE4kUkVacQlQ-eIH8,Lilibet Colton,"I have to use this app for school and COVID19 contact tracing. It doesn't let me do the daily check ins like its supposed to, I have to do it through email. It also turns off my blue tooth during class so that the headphones I'm using to hear zoom classmates turn off and I end up interrupting class.",1
gp:AOqpTOH_axcJ4BS_VhxXXB-wr8Eqr3qoLehncb15Wp3OH30bGj0TbTRvKM8yBprGRPfsfgiI8o3RHwWTPY7MODA,Kathleen Stansfield,Could even get a 12-64 character password to be accepted. Who has a 12-64 character password??,1
gp:AOqpTOHlsK25fUZo7KL0PVa1RLDER7p69njVwyYIFRkZIOjewGkKrbzLlilR_gmpa85b3MjovPtig6pg6v5Q4Ac,Zero O,Great information source,5
gp:AOqpTOHKYpN6jAz1aSEo9KfII-6Q_o8KT1M9UIX0fHrZgYSHKgyw2o4z9XB-awFsdRWdNSGlLmofbbe2w1iC3UA,Ben Zeh,"I have no idea why but this app constantly shut off my Bluetooth and interrupts lectures or videos. Really interesting method of tracking, all you do is answer no to every question and if you actually have a problem they tell you to not go out and seek medical attention but then tell you later to just retake the test to pass even if you are still sick just not covid.",2
gp:AOqpTOGeJfCq1UA4cUb17Cml44lgJMg1e9gE8p5OXw0BKlJIWo0GmUY447kJsqYTp8_wdXdGtKviAvk5G3f6AHw,Drgon Slayer,Did not like it,1
gp:AOqpTOHgkBOyWM2zpvP16Jdw7pgTujTKz9c319R6XUXhYq1A0Ghw_QCMs7fL44aByT38gINSIqyPk0HJVV93a8k,matrix teknologies,Garbage! Is this stupid App English/ Spanish or English/ Italian. If it was the first it made no sense if it wasn't because I recognized both language. The campus security selected the wrong language for me and I couldn't change it because of how awkward it was.the stupid app gave my work a false positive because you're not allowed to verify your input before submitting. I erroneously tap city by accident because I will freeze after trying continuously tapping no for a response. It deserves0star,1
gp:AOqpTOG-rAbsbuMw62ua_z-vhtquIwgdFg47GnHUesA2z9MWGQvm9Oq-EkOPu3NGaTbN9aUbDRi2MuTeUXR9qHA,Gary Hughes,Great app,5
gp:AOqpTOEyk-OKIEpaGSQCziaP1YQ0jDscwL41thfmMuPTa5SojyHv22EN1M6ae9Id4dJ3g4zfxxMnYuHeAsyPQBo,Brian Hambright,Junk,1
gp:AOqpTOEUqhP74VY1cb-sHIzw3KCwVduSLdbBVtCH6k2hxcMfQfFNHREFoGJU0CSOBH9-1ungE90sY0NM7bfeZfU,Alma Bee,There's major disasters happening in my area and I got no indication of the danger.,1
gp:AOqpTOFNC1ndZ4fDXr2f7jt1V50pkeyoKqMSzQ4Dmgt3dti7xkag4kboocm_dModVhAt2KvgXjwXTouq9rTuXOc,Mark Wagie,Feed does not work at all for NoCOAlerts,1
gp:AOqpTOFnXS0QSSlwDlOWkpaUeeMf5kDwqiBAHT2uzhDcrMCK3XeCLQQcx4oh9W5Cj-u8KdmBOgzeX1eA7t9GAus,Tiffanny Eager,Needs a review of entries before submission,1
gp:AOqpTOH4cS8y0unk6DgZ9Lyw2ozYTfd8WCKqe7yLS3rin31l8mo4z5W43WQnJG_CLeZONBWefSeF4LVZsFXEOJI,Looord,"Im not sure if its just my phone (using galaxy note9) the notification sound isnt using the one in app, its using my default sound. I have no option to change it",3
gp:AOqpTOFhRjNeUIRfbhdQu1zHsIZsmXau7fl7WyT4CEBHsfcsT0e8bxz6Lb4jieANMBzphCwmZ4t6w_wnNMCwUbU,Classic Rando,Why are the YES and NO options so close together? The rest of the screen is empty. Maybe you could put more space between them so we wouldn't have accidental 'yes' responses.,1
gp:AOqpTOFKt_yhwXyon0Yn_frFgZ6P4DIVv_v58Wql-pY8kBoqtCMS-hdCgOOhm13IwpaX_fjwdyijTfBr8j1CXH0,Adam Payseur,Keeps turning off my bluetooth randomly,2
gp:AOqpTOHw6CFYnt1ADJE4LJJqFYYBR7lGJa7I0Mn0EizX9vYvwzmI-nsBS95eXZdxPjFUhksnDjdo1Q3SE5ExBxo,randy Mitchell,"This app works, but needs improvements. Firstly: --On the Covid screening page, a final review and confirmation is needed before your 5 answers can be submitted. This is necessary since, if you make an error and select 'yes' instead of 'no', there is no way to change /correct that and you automatically get a red token which will bar you from entering your campus or institution pending medical clearance (negative covid test result) - Also, separation is needed between 'yes' and 'no' tabs.",3
gp:AOqpTOFR2DpR0AN5P90aus8eqmS3KHRDAAWfEcTXjZn13Q8qyBqWUEVHbIOYefAS_Bf0HX6hOvs-CbR0lpQ6HB0,Jax Pax,Unhappy. Because the app did not work last week I had to wait 45 mins for entry as opposed I would have been immediate access to entry. No warning just froze the entire day. Otherwise I would give it 4 stars.,2
gp:AOqpTOEOLenovWtrdj7Vi-FBOxKAMHWacOhNGVEZPsfKkYwh4qvDJ2N9SLBFmv8HS2EwCxN4OzdH1Lbx6m1oLas,Judy Thomason,"Cannot complete. Keeps saying I am not subscribed . But I shiw subscribed to 3 groups: city if Garland, Dallas County Sheriff, and Dallas County. Don't know what else to do.",1
gp:AOqpTOG8_N3TFqZHViquhOXXZ1p2CSM-aX0gW1rTvM3_LmBWB7Aq2Ibn3zYnxFscKBHhFXZezOjErHCTPw8ms8w,lebell c,Cant log in to the organization,1
gp:AOqpTOHHdKrCnRFPFXmYxVZXFkWJgrW_MfpXJm7F1p9v-JSFUns2TSCDfysjE4D41V5Ss1j08CcwqkVhXGOX55A,Luke Fish,"This app is convenient for contact tracing, but it WILL NOT stop turning off my Bluetooth and disconnecting me from devices. It does it probably every 7 minutes, and there is no way to fix this that I've found.",2
gp:AOqpTOEdY97vKWa39uNRW2mcYsVByzOaNuVXix9bMxEUVlzYzPtXhcy5oHH3joSvz14Vg5OIX5WeJYNbz10flOU,Bertha Galindo,Easy and complete to acces,5
gp:AOqpTOFG38l8rahD_6IJ-0oPnKR0VmmUschMO-HaWF9I_qv3jNDdXYLoWI6CgwDsHQks4AMKgjzSgDr5FdYnvDY,Andrew Shang,"This app is a joke. The COVID screening is complete BS. I answered 'No' on every question on the questionnaire and I still got denied access to campus. I have not traveled out of state, nor have I received a notification about being in close proximity with a COVID-positive individual. I'm 100% sure that this useless app spits out denials as a way to maintain the illusion that it actually works. Shame on you for releasing vaporware during a global pandemic and stealing money from universities.",1
gp:AOqpTOGXQA67iBH0rbJz5rqMNJmFoYhTq0t54rMZYZGOGOv5GQ9XfqfpaUOtdZxW2a1DjuCeIBMGSIF08wT78zA,Jefferson Phillips,At first I didn't know what they did or why it benefited me. Now I see they keep us informed of alerts locally and within the general area. I think you'd benefit too.,5
gp:AOqpTOFoZESefX4UsNVUhngADXjCEgaIkWBkn2JCMgBXepraheLa6-eNOxuaDzXljYJ-JbRjXPAm8JeZklc1lx4,James Song,Features of this app make life more complicated. Completely useless,1
gp:AOqpTOFHcg1ZPsQQJ0m9DmLC8IuIZOM0ajPkTtMLOmSz5UlGybT4vCTkBmzdZ4QZRU06mHtDadVTMiVmAg_EEyU,Cheryl Holder,Excellent,5
gp:AOqpTOGwuwCT_TVZ5bEnrG8Q2p41nJAUB7-yXiiEwYxiSNDQPjXh3s5rg88CejWvwsJeZJQ85ZSTF03obQnm80M,Peter Scranton,Notified me very quickly and provided great information. I recommend this app!,5
gp:AOqpTOFAcYMIibMg9Cq25NOZYZJanZ3pxrodIOiMKhNsXdjMG7tiqppd3sY51RZCCAZCChrxYXb9dZK6CfSX1J0,Quintus Drennan,"It's a useful app, since installing I have been bombarded with spam calls for a half hour after receiving a notification about a red flag waiting in the area. I have unfortunately had to make the decision to uninstall this app",1
gp:AOqpTOFHmLZAYmeAyV54lVWqpZr_cVeJbQvL6Cr7GEduLCNgZSYdHqQQLZz6qDR2Y6VPzZpXhveCtcFcai3v2eM,Alex Chia,"App is so bad, it crashed and is unable to open. Guess we can't be relying on using this for businesses can we?",1
gp:AOqpTOGoVjewAU67lycXAN-Um11PsX6OdrYZtmzbKglyL7cdOiTh_xMA2kIhEcISdNTzi-liyn7tGUH53f_byz8,Karie,My local Nixle system switched to Everbridge. Since the switch several months ago I have not received any alerts.,1
gp:AOqpTOEhhs0nvlFUGiH85m3w3SeJCNpsMAEtLMUIe2qqgxwuI0AENshmZUgwzdJxR2L22nfwE1--nxjmAAYAC7E,Pat Hoffman,Impossible to enroll I've used my zip code and it says unrecognizable.,1
gp:AOqpTOEwELZycK7uZ4m-7fZb5tPyHwx5B-i52Um2QfkG8gwyhQjRa-WLhgpo5TNlCc1H5pKGzl_61VLjjiVXx0U,Jacob Bondt,What a piece of junk.,1
gp:AOqpTOEbq8Lm5hTPSuh4cDdNAbHD8_bWxtojeYpQfTQpGxrdO0rhYxO7qbf3S8FDuE1KuS098p1r0HUOXfwfiPU,Wai Kei Kwok,It keeps closing by itself.,1
gp:AOqpTOHwZIU9VlMlmqQJxMlheS7cWKC-jyGCBoGcOqBloO4pGuoWp-x99kXhlbtRfxb49XW_FFi5ihpnNbktZZU,John L. Stanley,"REALLY badly designed app: I use the app to search for sources. I see 4 in my area. Pick one. Have to give name. OK. One source added. How do I add the other three? I have to type in same search again? Pick one *again*. Enter my name *again*. Search Again.... WTH?! Why make it this hard for people to do something this basic? And once I've added the sources, how to control how I get notified?? Not obvious in app... Uninstalled.",1
gp:AOqpTOGeWChCi_yaQCu3-d3LfdAKHe_6nR2sozPUds0Jr9I2hX8MwRrWMUNk8c0Wx-p4fBUIjTms6wuB6T8jSR0,Lil Stead,Don't know what this is for..cant sign up for the region of Waterloo alerts,1
